,	PUNCT	O
AliciaPomares	PROPN	B-noun.person
,	PUNCT	O
manuelgross	PROPN	B-noun.person

omg	X	O
but	CONJ	O
stop	VERB	B-verb.motion
with	ADP	O
articles	NOUN	B-noun.communication
about	ADP	O
Lea	PROPN	B-noun.quantity
and	CONJ	O
her	PRON	O
love	NOUN	B-noun.feeling
for	ADP	O
Cory	PROPN	B-noun.person
it	PRON	O
hurts	VERB	B-verb.perception
:'(	X	O
and	CONJ	O
it's	VERB	O
not	ADV	O
a	DET	O
good	ADJ	O
source	NOUN	B-noun.location
...	PUNCT	O
URL	X	O

Why	ADV	O
barefoot	NOUN	B-noun.person
isn't	VERB	O
best	ADJ	O
for	ADP	O
most	DET	O
runners	NOUN	B-noun.person
URL	X	O

Target	NOUN	B-noun.communication
:	PUNCT	O
Tena	PROPN	B-noun.act
Money	NOUN	I-noun.act
Maker	NOUN	I-noun.act
Deal	NOUN	I-noun.act
!!	PUNCT	O
URL	X	O

Estate	NOUN	B-noun.state
agency	NOUN	I-noun.state
insolvencies	NOUN	I-noun.state
'	PUNCT	O
up	PART	O
NUMBER	NUM	B-noun.attribute
URL	X	O

White	ADJ	O
Paper	NOUN	B-noun.substance
:	PUNCT	O
How	ADV	O
to	ADP	O
Effectively	ADV	O
Integrate	VERB	B-verb.change
Social	ADJ	O
Media	NOUN	B-noun.communication
and	CONJ	O
Online	ADJ	O
Marketing	NOUN	B-noun.act
URL	X	O

Mild	ADJ	O
temperatures	NOUN	B-noun.attribute
and	CONJ	O
low	ADJ	O
rain	NOUN	B-noun.state
chances	NOUN	I-noun.state
are	VERB	B-verb.stative
on	ADP	O
tap	NOUN	B-noun.event
to	ADP	O
start	VERB	B-verb.change
the	DET	O
work	NOUN	B-noun.time
week	NOUN	I-noun.time
.	PUNCT	O
URL	X	O

Today	NOUN	B-noun.person
stats	NOUN	I-noun.person
:	PUNCT	O
NUMBER	NUM	B-noun.group
followers	NOUN	I-noun.group
,	PUNCT	O
No	DET	O
unfollowers	NOUN	B-noun.person
and	CONJ	O
followed	VERB	B-verb.motion
one	NUM	B-noun.Tops
person	NOUN	I-noun.Tops
via	ADP	O
URL	X	O

#BBATheChase	PROPN	B-noun.person
:	PUNCT	O
NUMBER	NUM	B-noun.person
housemates	NOUN	I-noun.person
we	PRON	O
loved	VERB	B-verb.emotion
this	DET	O
year	NOUN	B-noun.time
URL	X	O

#Cinetainment	NOUN	B-noun.person
:	PUNCT	O
#Warning	NOUN	B-noun.person
is	VERB	B-verb.stative
an	DET	O
upcoming	ADJ	O
Thriller	NOUN	B-noun.communication
NUMBER	NUM	I-noun.communication
film	NOUN	I-noun.communication
directed	VERB	B-verb.communication
by	ADP	O
#Gurmmeet	PROPN	B-noun.person
Singh	PROPN	I-noun.person
.	PUNCT	O
The	DET	O
film	NOUN	B-noun.communication
features	VERB	B-verb.stative
...	PUNCT	O
URL	X	O

Do	AUX	O
you	PRON	O
know	VERB	B-verb.cognition
Benjamin	PROPN	B-noun.event
Sir	PROPN	I-noun.event
twitter	NOUN	I-noun.event
or	CONJ	O
insta	NOUN	B-noun.person
?	PUNCT	O
?	PUNCT	O
Nope	X	O
,	PUNCT	O
sorry	X	O
(:	X	O
HEY	X	O
WHAT	DET	O
LAO	X	O
EH	X	O
!	PUNCT	O
I	PRON	O
NOT	ADV	O
SOME	DET	O
PHONE	NOUN	B-noun.communication
BOOK	NOUN	I-noun.communication
OR	CONJ	O
FACEBOOK	PROPN	B-noun.person
O	X	O
...	PUNCT	O
URL	X	O

The	DET	O
event	NOUN	B-noun.Tops
with	ADP	O
Philip	PROPN	B-noun.artifact
Pullman	PROPN	I-noun.artifact
and	CONJ	O
@USER	PROPN	B-noun.person
in	ADP	O
Oxford	PROPN	B-noun.location
last	ADJ	O
week	NOUN	B-noun.time
was	VERB	B-verb.stative
magical	ADJ	O
.	PUNCT	O
Listen	VERB	B-verb.perception
to	ADP	O
the	DET	O
hour-long	ADJ	O
podcast	NOUN	B-noun.person
here	ADV	O
:	PUNCT	O
URL	X	O

(	PUNCT	O
K-Dawg	PROPN	B-noun.person
)	PUNCT	O
I	PRON	O
can	AUX	O
cook	VERB	B-verb.creation
,	PUNCT	O
bit	CONJ	O
i	PRON	O
CAN'T	AUX	O
operate	VERB	B-verb.social
the	DET	O
dishwasher	NOUN	B-noun.artifact
...	PUNCT	O
guess	VERB	B-verb.cognition
this	PRON	O
leaves	VERB	B-verb.motion
me	PRON	O
out	PART	O
!	PUNCT	O
LOL	X	O
A	DET	O
handful	DET	O
of	ADP	O
YouTube	PROPN	B-noun.person
...	PUNCT	O
URL	X	O

Today	ADV	O
stats	NOUN	B-noun.person
:	PUNCT	O
NUMBER	NUM	B-noun.group
followers	NOUN	I-noun.group
,	PUNCT	O
One	NUM	B-noun.person
unfollower	NOUN	I-noun.person
and	CONJ	O
followed	VERB	B-verb.motion
NUMBER	NUM	B-noun.group
people	NOUN	I-noun.group
via	ADP	O
URL	X	O

Relatively	ADV	O
Satisfied	ADJ	O
Customers	NOUN	B-noun.person
:	PUNCT	O
Dilbert	PROPN	B-noun.person
URL	X	O
#CartoonsandPictures	NOUN	B-noun.person
#UserExperience	NOUN	B-noun.person

Why	ADV	O
not	ADV	O
start	VERB	B-verb.change
the	DET	O
week	NOUN	B-noun.time
out	PART	O
by	ADP	O
getting	VERB	B-verb.possession
depressed	ADJ	O
?	PUNCT	O
According	VERB	B-verb.stative
to	ADP	O
Jill	PROPN	B-noun.person
Konrath	PROPN	I-noun.person
,	PUNCT	O
?	PUNCT	O
when	ADV	O
people	NOUN	B-noun.group
try	VERB	B-verb.social
to	ADP	O
do	VERB	B-verb.social
two	NUM	B-noun.quantity
...	PUNCT	O
URL	X	O

Venice	PROPN	B-noun.time
Festival	NOUN	I-noun.time
Offers	VERB	B-verb.possession
Bold	ADJ	O
Mix	NOUN	B-noun.food
:	PUNCT	O
As	ADV	O
the	DET	O
Venice	PROPN	B-noun.time
Film	NOUN	I-noun.time
Festival	NOUN	I-noun.time
celebrates	VERB	B-verb.social
its	DET	O
NUMBER	NUM	B-noun.time
year	NOUN	I-noun.time
,	PUNCT	O
its	DET	O
lineup	NOUN	B-noun.communication
looks	VERB	B-verb.perception
to	ADP	O
the	DET	O
...	PUNCT	O
URL	X	O

@USER	PROPN	B-noun.person
:	PUNCT	O
Follow	VERB	B-verb.motion
@USER	PROPN	B-noun.person
and	CONJ	O
this	DET	O
tweet	NOUN	B-noun.event
to	ADP	O
win	VERB	B-verb.competition
this	DET	O
@USER	PROPN	B-noun.person
watch	VERB	B-verb.perception
worth	ADJ	O
?	PUNCT	O
NUMBER	NUM	B-noun.attribute
!	PUNCT	O
URL	X	O
URL	X	O

#Syria's	PROPN	B-noun.person
#Assad	PROPN	I-noun.person
dismisses	VERB	B-verb.communication
chemical	ADJ	O
weapon	NOUN	B-noun.act
use	NOUN	I-noun.act
as	ADP	O
politically	ADV	O
motivated	VERB	B-verb.creation
-	PUNCT	O
The	DET	O
Star	NOUN	B-noun.object
Online	NOUN	B-noun.person
URL	X	O

Baseball	NOUN	B-noun.act
has	VERB	B-verb.possession
the	DET	O
great	ADJ	O
advantage	NOUN	B-noun.attribute
over	ADP	O
cricket	NOUN	B-noun.animal
of	ADP	O
being	AUX	O
sooner	ADV	O
ended	VERB	B-verb.stative
-	PUNCT	O
George	PROPN	B-noun.person
Bernard	PROPN	B-noun.person
Shaw	PROPN	B-noun.person
URL	X	O
#Quotes	NOUN	B-noun.person

Were	AUX	O
ordered	VERB	B-verb.communication
to	ADP	O
chant	VERB	B-verb.communication
praise	NOUN	B-noun.communication
of	ADP	O
Narendra	PROPN	B-noun.person
Modi	PROPN	I-noun.person
,	PUNCT	O
say	VERB	B-verb.communication
Pune	PROPN	B-noun.person
film	NOUN	I-noun.person
students	NOUN	I-noun.person
after	ADP	O
clash	NOUN	B-noun.event
URL	X	O

Zombie	NOUN	B-noun.communication
News	NOUN	I-noun.communication
:	PUNCT	O
Sneak	NOUN	B-noun.act
Peek	NOUN	I-noun.act
of	ADP	O
The	DET	O
Walking	NOUN	B-noun.quantity
Dead	NOUN	I-noun.quantity
Season	NOUN	I-noun.quantity
4	NUM	I-noun.quantity
Right	ADV	O
Here	ADV	O
!	PUNCT	O
URL	X	O

WMAL	X	O
EXCLUSIVE	ADJ	O
:	PUNCT	O
Panhandling	NOUN	B-noun.communication
Ban	NOUN	I-noun.communication
Causes	VERB	B-verb.creation
Loudoun	PROPN	B-noun.person
Firefighters	NOUN	I-noun.person
'	PUNCT	O
"	PUNCT	O
Fill	VERB	B-verb.change
The	DET	O
Boot	NOUN	B-noun.artifact
"	PUNCT	O
Donations	NOUN	B-noun.possession
To	ADP	O
Dwindle	VERB	B-verb.change
URL	X	O

Today	ADV	O
stats	NOUN	B-noun.person
:	PUNCT	O
One	NUM	B-noun.person
follower	NOUN	I-noun.person
,	PUNCT	O
2	NUM	B-noun.person
unfollowers	NOUN	I-noun.person
via	ADP	O
URL	X	O

For	ADP	O
your	DET	O
Leadership	NOUN	B-noun.artifact
Toolbox	NOUN	I-noun.artifact
:	PUNCT	O
Evernote	PROPN	B-noun.person
?	PUNCT	O
A	DET	O
Multi-Platform	ADJ	O
Way	NOUN	B-noun.attribute
to	ADP	O
Stay	VERB	B-verb.change
Organized	ADJ	O
and	CONJ	O
More	ADV	O
(	PUNCT	O
@USER	PROPN	B-noun.person
)	PUNCT	O
|	PUNCT	O
URL	X	O

Watch	VERB	B-verb.perception
Aaron	PROPN	B-noun.artifact
Paul's	PROPN	I-noun.artifact
Audition	NOUN	I-noun.artifact
Tape	NOUN	I-noun.artifact
For	ADP	O
Breaking	NOUN	B-noun.act
Bad	NOUN	B-noun.attribute
URL	X	O

@USER	PROPN	B-noun.person
:	PUNCT	O
Fancams	NOUN	B-noun.person
:	PUNCT	O
G-Dragon	PROPN	B-noun.person
and	CONJ	O
Missy	PROPN	B-noun.person
Elliott	PROPN	I-noun.person
perform	VERB	B-verb.creation
"	PUNCT	O
Niliria	PROPN	B-noun.person
"	PUNCT	O
@USER	PROPN	B-noun.person
KCON	PROPN	B-noun.person
URL	X	O

Sihuan	PROPN	B-noun.artifact
Pharmaceutical	NOUN	I-noun.artifact
Announces	VERB	B-verb.communication
NUMBER	NUM	B-noun.attribute
Interim	ADJ	O
Results	NOUN	B-noun.phenomenon
URL	X	O

Howard	PROPN	B-noun.person
:	PUNCT	O
Baines	PROPN	B-noun.person
and	CONJ	O
Fellaini	PROPN	B-noun.person
not	ADV	O
fazed	VERB	B-verb.emotion
by	ADP	O
bid	NOUN	B-noun.communication
URL	X	O

Today	NOUN	B-noun.person
stats	NOUN	I-noun.person
:	PUNCT	O
2	NUM	B-noun.group
followers	NOUN	I-noun.group
,	PUNCT	O
2	NUM	B-noun.person
unfollowers	NOUN	I-noun.person
and	CONJ	O
followed	VERB	B-verb.motion
NUMBER	NUM	B-noun.group
people	NOUN	I-noun.group
via	ADP	O
URL	X	O

No	DET	O
#usopen	PROPN	B-noun.communication
credential	NOUN	I-noun.communication
for	ADP	O
Tomic's	PROPN	B-noun.person
dad	NOUN	I-noun.person
:	PUNCT	O
"	PUNCT	O
Our	DET	O
desire	NOUN	B-noun.feeling
is	VERB	B-verb.stative
to	ADP	O
make	VERB	B-verb.social
it	PRON	O
as	ADP	O
difficult	ADJ	O
as	ADP	O
possible	ADJ	O
for	ADP	O
him	PRON	O
to	ADP	O
gain	VERB	B-verb.possession
entry	NOUN	B-noun.communication
"	PUNCT	O
URL	X	O

Senior	ADJ	O
Accountant/Financial	NOUN	B-noun.person
controller(ACCA	NOUN	I-noun.person
)	PUNCT	O
-	PUNCT	O
#Qatar	PROPN	B-noun.person
#Jobs	NOUN	B-noun.person
URL	X	O

We've	AUX	O
been	AUX	O
waiting	VERB	B-verb.stative
for	ADP	O
you	PRON	O
.	PUNCT	O
.	PUNCT	O
.	PUNCT	O
Memo	NOUN	B-noun.communication
to	ADP	O
CEOs	NOUN	B-noun.person
:	PUNCT	O
Go	VERB	B-verb.motion
Social	ADJ	O
or	CONJ	O
Go	VERB	B-verb.motion
Home	NOUN	B-noun.location
|	PUNCT	O
LinkedIn	PROPN	B-noun.person
URL	X	O
#CEO	NOUN	B-noun.person
#leadership	NOUN	B-noun.person
#management	NOUN	B-noun.person
#SoMe	NOUN	B-noun.person

#HNIC	PROPN	B-noun.person
#HNIC	PROPN	I-noun.person
Xavi	PROPN	I-noun.person
:	PUNCT	O
La	PROPN	B-noun.person
Liga	PROPN	I-noun.person
not	ADV	O
a	DET	O
two-horse	NOUN	B-noun.event
race	NOUN	I-noun.event
:	PUNCT	O
The	DET	O
NUMBER	NUM	B-noun.attribute
feels	VERB	B-verb.emotion
that	ADP	O
Malaga	PROPN	B-noun.location
showed	VERB	B-verb.perception
...	PUNCT	O
URL	X	O
on	ADP	O
@USER	PROPN	B-noun.person

CRED	PROPN	B-noun.cognition
Communications	PROPN	I-noun.cognition
and	CONJ	O
PRecious	PROPN	B-noun.cognition
Communications	PROPN	I-noun.cognition
embark	VERB	B-verb.motion
on	ADP	O
strategic	ADJ	O
partnership	NOUN	B-noun.communication
URL	X	O
via	ADP	O
@USER	PROPN	B-noun.person

WATCH	VERB	B-verb.perception
:	PUNCT	O
Surviving	ADJ	O
Panda	NOUN	B-noun.person
Cub	NOUN	I-noun.person
At	ADP	O
National	ADJ	O
Zoo	NOUN	B-noun.artifact
Appears	VERB	B-verb.perception
Healthy	ADJ	O
,	PUNCT	O
Vibrant	ADJ	O
URL	X	O

URL	X	O
Several	DET	O
months	NOUN	B-noun.time
in	ADP	O
Portugal	PROPN	B-noun.location
,	PUNCT	O
still	ADV	O
don't	AUX	O
understand	VERB	B-verb.cognition
Portuguese	NOUN	B-noun.communication

#VIEW	NOUN	B-noun.person
-NOW	ADV	O
--->	X	O
@USER	PROPN	B-noun.person
?	PUNCT	O
Over	ADP	O
?	PUNCT	O
Dir	NOUN	B-noun.person
by	ADP	O
@USER	PROPN	B-noun.person
x	X	O
@USER	PROPN	B-noun.person
(	PUNCT	O
Music	NOUN	B-noun.communication
Video	NOUN	I-noun.communication
)	PUNCT	O
|	PUNCT	O
trappedoutseries	NOUN	B-noun.person
:	PUNCT	O
URL	X	O

Today	NOUN	B-noun.person
stats	NOUN	I-noun.person
:	PUNCT	O
One	NUM	B-noun.person
follower	NOUN	I-noun.person
,	PUNCT	O
No	DET	O
unfollowers	NOUN	B-noun.person
and	CONJ	O
followed	VERB	B-verb.motion
one	NUM	B-noun.Tops
person	NOUN	I-noun.Tops
via	ADP	O
URL	X	O

Man	NOUN	B-noun.person
arrested	VERB	B-verb.contact
after	ADP	O
farm	NOUN	B-noun.artifact
road	NOUN	B-noun.artifact
crash	NOUN	B-noun.event
URL	X	O

I	PRON	O
posted	VERB	B-verb.contact
a	DET	O
new	ADJ	O
photo	NOUN	B-noun.artifact
to	ADP	O
Facebook	PROPN	B-noun.person
URL	X	O

Today	NOUN	B-noun.person
stats	NOUN	I-noun.person
:	PUNCT	O
One	NUM	B-noun.person
follower	NOUN	I-noun.person
,	PUNCT	O
One	NUM	B-noun.person
unfollower	NOUN	I-noun.person
and	CONJ	O
followed	VERB	B-verb.motion
2	NUM	B-noun.group
people	NOUN	I-noun.group
via	ADP	O
URL	X	O

I	PRON	O
liked	VERB	B-verb.emotion
a	DET	O
@USER	PROPN	B-noun.attribute
video	NOUN	I-noun.attribute
URL	NOUN	I-noun.attribute
Cubase	PROPN	I-noun.attribute
NUMBER	NUM	I-noun.attribute
Patch	NOUN	I-noun.attribute
and	CONJ	O
Crack	PROPN	B-noun.object
Team	PROPN	B-noun.group
Air	PROPN	B-noun.substance

Sep	NOUN	B-noun.attribute
NUMBER	NUM	I-noun.attribute
(	PUNCT	O
Fri	NOUN	B-noun.time
)	PUNCT	O
DreamYard's	PROPN	B-noun.person
Annual	ADJ	O
Movie	NOUN	B-noun.communication
Night	NOUN	B-noun.time
URL	X	O

@USER	PROPN	B-noun.person
Presents	VERB	B-verb.perception
The	DET	O
Aurora	PROPN	B-noun.person
Soul	PROPN	I-noun.person
Sessions	PROPN	I-noun.person
Showcase	PROPN	I-noun.person
@USER	PROPN	I-noun.person
|	PUNCT	O
Details	NOUN	B-noun.communication
@USER	PROPN	B-noun.person
URL	X	O

@USER	PROPN	B-noun.person
Barry	PROPN	I-noun.person
Sergeant's	PROPN	I-noun.person
The	DET	O
Assault	NOUN	B-noun.act
on	ADP	O
the	DET	O
Rand	PROPN	B-noun.quantity
Launched	VERB	B-verb.social
with	ADP	O
Kevin	PROPN	B-noun.person
Wakeford	PROPN	I-noun.person
and	CONJ	O
Susan	PROPN	B-noun.person
Comrie	PROPN	B-noun.person
URL	X	O

Note	NOUN	B-noun.communication
to	ADP	O
Correspondents	NOUN	B-noun.person
on	ADP	O
the	DET	O
UN	PROPN	B-noun.group
Chemical	ADJ	O
Weapons	NOUN	B-noun.group
Investigation	NOUN	I-noun.group
Team	NOUN	I-noun.group
in	ADP	O
Damascus	PROPN	B-noun.location
URL	X	O

Safety	NOUN	B-noun.state
Drives	VERB	B-verb.motion
Robot	NOUN	B-noun.act
Adoption	NOUN	I-noun.act
in	ADP	O
Warehouses	NOUN	B-noun.artifact
and	CONJ	O
Distributions	PROPN	B-noun.location
Centers	PROPN	I-noun.location
According	VERB	B-verb.stative
to	ADP	O
TR	PROPN	B-noun.person
Cutler	PROPN	B-noun.person
URL	X	O

The	DET	O
Western	ADJ	O
fence	NOUN	B-noun.animal
lizard	NOUN	I-noun.animal
has	VERB	B-verb.possession
a	DET	O
protein	NOUN	B-noun.substance
in	ADP	O
its	DET	O
blood	NOUN	B-noun.body
that	DET	O
kills	VERB	B-verb.contact
the	DET	O
bacterium	NOUN	B-noun.animal
responsible	ADJ	O
for	ADP	O
Lyme	PROPN	B-noun.state
disease	NOUN	I-noun.state
:	PUNCT	O
What	DET	O
...	PUNCT	O
URL	X	O

Venice	PROPN	B-noun.time
Festival	NOUN	I-noun.time
Offers	VERB	B-verb.possession
Bold	ADJ	O
Mix	NOUN	B-noun.food
:	PUNCT	O
As	ADP	O
the	DET	O
Venice	PROPN	B-noun.time
Film	NOUN	I-noun.time
Festival	NOUN	I-noun.time
celebrates	VERB	B-verb.social
its	DET	O
NUMBER	NUM	B-noun.time
year	NOUN	I-noun.time
,	PUNCT	O
its	DET	O
lineup	NOUN	B-noun.communication
looks	VERB	B-verb.perception
to	ADP	O
the	DET	O
...	PUNCT	O
URL	X	O

One	DET	O
of	ADP	O
my	DET	O
favorite	ADJ	O
coaches	NOUN	B-noun.person
&	CONJ	O
leaders	NOUN	B-noun.group
of	ADP	O
ALL-Time	NOUN	B-noun.person
is	VERB	B-verb.stative
John	PROPN	B-noun.person
Wooden	PROPN	I-noun.person
.	PUNCT	O
And	CONJ	O
one	DET	O
of	ADP	O
my	DET	O
favorite	ADJ	O
books	NOUN	B-noun.communication
is	VERB	B-verb.stative
his	DET	O
